   0.032	  -0.056	   0.017	  -0.048	   0.003	   0.016	  -0.023	   0.040	   0.163	   0.182	   0.153	   0.180	   0.042	   0.049	   0.052	   0.040
   0.093	  -0.030	   0.033	   0.031	   0.052	   0.112	  -0.047	   0.003	   0.159	   0.181	   0.184	   0.168	   0.034	   0.046	   0.048	   0.038
  -0.043	  -0.017	   0.011	   0.036	  -0.066	   0.001	   0.005	   0.017	   0.172	   0.189	   0.165	   0.175	   0.055	   0.048	   0.041	   0.048
   0.076	  -0.022	  -0.024	  -0.019	  -0.021	   0.041	   0.008	   0.031	   0.190	   0.191	   0.201	   0.190	   0.050	   0.049	   0.045	   0.048
   0.011	   0.046	   0.040	   0.073	   0.009	   0.038	  -0.011	  -0.015	   0.191	   0.175	   0.183	   0.170	   0.048	   0.047	   0.041	   0.046
  -0.033	   0.037	   0.004	  -0.138	   0.054	  -0.020	  -0.005	   0.030	   0.178	   0.178	   0.192	   0.183	   0.051	   0.041	   0.045	   0.049
  -0.051	   0.064	  -0.068	  -0.070	   0.008	  -0.003	  -0.048	  -0.058	   0.191	   0.178	   0.183	   0.188	   0.051	   0.043	   0.047	   0.048
  -0.025	   0.089	   0.037	   0.053	   0.011	  -0.018	   0.059	  -0.063	   0.188	   0.185	   0.190	   0.179	   0.045	   0.039	   0.047	   0.044
  -0.027	   0.045	   0.061	   0.045	   0.006	   0.073	   0.053	  -0.033	   0.179	   0.182	   0.180	   0.188	   0.043	   0.044	   0.049	   0.050
   0.020	  -0.001	  -0.046	  -0.054	  -0.076	   0.029	   0.011	  -0.097	   0.180	   0.177	   0.177	   0.196	   0.042	   0.051	   0.042	   0.052
   0.035	  -0.029	   0.048	  -0.006	  -0.032	  -0.014	   0.089	   0.014	   0.179	   0.193	   0.170	   0.166	   0.043	   0.039	   0.051	   0.043
   0.116	   0.031	  -0.093	   0.086	  -0.031	  -0.115	   0.083	   0.015	   0.169	   0.170	   0.183	   0.187	   0.043	   0.045	   0.040	   0.039
  -0.117	   0.039	   0.019	  -0.061	   0.026	  -0.107	   0.147	  -0.012	   0.175	   0.183	   0.187	   0.183	   0.040	   0.048	   0.050	   0.056
   0.020	   0.002	  -0.000	   0.047	   0.026	  -0.040	  -0.031	   0.000	   0.176	   0.195	   0.172	   0.184	   0.039	   0.048	   0.041	   0.035
   0.071	  -0.103	  -0.026	  -0.041	   0.109	  -0.032	  -0.012	  -0.070	   0.160	   0.190	   0.174	   0.191	   0.045	   0.052	   0.046	   0.046
  -0.035	   0.059	   0.007	  -0.047	   0.000	  -0.022	   0.031	  -0.075	   0.177	   0.186	   0.192	   0.173	   0.046	   0.050	   0.043	   0.042
  -0.034	  -0.064	  -0.084	  -0.016	   0.141	  -0.061	  -0.052	  -0.026	   0.200	   0.164	   0.182	   0.191	   0.040	   0.041	   0.041	   0.045
   0.003	  -0.071	   0.051	   0.002	   0.105	   0.006	  -0.014	   0.117	   0.185	   0.182	   0.180	   0.188	   0.045	   0.046	   0.042	   0.055
   0.055	  -0.060	  -0.047	  -0.017	   0.060	   0.039	  -0.058	   0.054	   0.176	   0.171	   0.194	   0.177	   0.042	   0.049	   0.043	   0.041
  -0.013	   0.003	   0.016	  -0.037	   0.046	   0.000	   0.033	   0.011	   0.180	   0.186	   0.167	   0.205	   0.052	   0.045	   0.037	   0.048
   0.044	   0.031	   0.085	  -0.121	  -0.024	   0.002	  -0.007	  -0.091	   0.166	   0.186	   0.162	   0.183	   0.041	   0.038	   0.060	   0.038
   0.052	   0.076	   0.092	   0.037	   0.031	  -0.001	   0.004	  -0.005	   0.176	   0.183	   0.178	   0.184	   0.041	   0.043	   0.044	   0.045
   0.047	  -0.047	   0.077	   0.012	  -0.059	   0.004	  -0.018	  -0.000	   0.200	   0.205	   0.171	   0.169	   0.045	   0.047	   0.048	   0.045
  -0.066	  -0.024	  -0.126	  -0.043	  -0.002	  -0.066	  -0.043	  -0.061	   0.161	   0.157	   0.181	   0.199	   0.048	   0.050	   0.039	   0.047
   0.044	   0.021	   0.107	   0.032	  -0.062	   0.059	   0.055	  -0.108	   0.179	   0.187	   0.175	   0.173	   0.038	   0.048	   0.043	   0.043
   0.009	  -0.008	   0.012	   0.046	  -0.037	  -0.028	   0.045	  -0.010	   0.183	   0.182	   0.177	   0.176	   0.046	   0.049	   0.046	   0.049
  -0.053	   0.019	   0.115	   0.015	   0.028	  -0.010	  -0.084	  -0.031	   0.172	   0.171	   0.164	   0.169	   0.049	   0.043	   0.045	   0.043
