   0.016	  -0.026	   0.010	   0.006	  -0.015	   0.015	  -0.013	   0.000	   0.079	   0.075	   0.077	   0.062	   0.049	   0.055	   0.047	   0.042
  -0.033	  -0.014	  -0.003	  -0.040	   0.015	  -0.005	  -0.013	  -0.006	   0.081	   0.094	   0.069	   0.081	   0.040	   0.048	   0.046	   0.044
  -0.002	   0.004	  -0.002	   0.021	   0.008	   0.011	   0.009	   0.006	   0.079	   0.093	   0.090	   0.067	   0.045	   0.039	   0.048	   0.050
   0.003	   0.015	  -0.019	  -0.024	  -0.033	  -0.003	   0.027	   0.047	   0.058	   0.089	   0.085	   0.086	   0.047	   0.045	   0.051	   0.043
  -0.002	  -0.043	   0.009	  -0.004	   0.003	   0.021	  -0.001	  -0.009	   0.076	   0.089	   0.103	   0.079	   0.047	   0.047	   0.044	   0.045
   0.033	  -0.014	   0.008	  -0.005	  -0.036	   0.000	  -0.023	  -0.002	   0.069	   0.100	   0.090	   0.100	   0.043	   0.044	   0.047	   0.056
  -0.012	   0.010	   0.024	  -0.003	  -0.019	  -0.014	  -0.014	   0.012	   0.095	   0.082	   0.082	   0.059	   0.049	   0.045	   0.044	   0.046
  -0.022	   0.011	   0.011	   0.022	   0.007	  -0.001	  -0.001	   0.001	   0.072	   0.083	   0.080	   0.072	   0.038	   0.042	   0.045	   0.045
   0.007	   0.017	  -0.009	   0.022	  -0.009	   0.031	  -0.006	   0.031	   0.079	   0.082	   0.081	   0.083	   0.048	   0.046	   0.038	   0.038
  -0.021	  -0.002	   0.013	   0.012	   0.011	  -0.005	  -0.004	  -0.002	   0.086	   0.077	   0.075	   0.087	   0.039	   0.045	   0.044	   0.052
   0.017	   0.016	  -0.005	  -0.008	   0.011	  -0.017	  -0.000	   0.019	   0.072	   0.083	   0.089	   0.071	   0.036	   0.044	   0.048	   0.047
   0.022	  -0.014	   0.000	  -0.012	   0.012	  -0.003	   0.032	  -0.008	   0.086	   0.070	   0.086	   0.085	   0.044	   0.051	   0.042	   0.042
  -0.026	  -0.013	  -0.004	  -0.023	  -0.017	  -0.026	  -0.013	  -0.013	   0.076	   0.069	   0.080	   0.054	   0.049	   0.042	   0.040	   0.044
   0.000	   0.044	   0.014	  -0.004	   0.001	  -0.028	   0.008	  -0.022	   0.069	   0.079	   0.081	   0.055	   0.052	   0.049	   0.043	   0.036
  -0.023	  -0.026	   0.027	  -0.003	  -0.013	   0.009	  -0.005	  -0.001	   0.074	   0.086	   0.080	   0.080	   0.051	   0.041	   0.049	   0.054
  -0.017	   0.033	   0.006	   0.002	   0.006	  -0.003	  -0.014	  -0.019	   0.076	   0.087	   0.090	   0.072	   0.044	   0.049	   0.050	   0.040
  -0.009	   0.014	  -0.000	   0.004	  -0.033	   0.017	  -0.026	  -0.001	   0.074	   0.080	   0.105	   0.086	   0.050	   0.045	   0.051	   0.041
  -0.028	  -0.014	   0.010	  -0.023	   0.004	   0.002	  -0.006	  -0.025	   0.078	   0.080	   0.055	   0.086	   0.046	   0.046	   0.047	   0.052
  -0.003	  -0.000	  -0.042	  -0.027	  -0.006	   0.012	   0.028	   0.019	   0.074	   0.098	   0.079	   0.091	   0.044	   0.055	   0.046	   0.046
   0.010	   0.009	   0.017	  -0.002	  -0.017	  -0.004	  -0.020	   0.004	   0.086	   0.072	   0.080	   0.079	   0.044	   0.048	   0.036	   0.044
