   0.011	  -0.019	   0.006	  -0.016	   0.001	   0.005	  -0.008	   0.013	   0.063	   0.082	   0.053	   0.080	   0.042	   0.049	   0.052	   0.040
   0.031	  -0.010	   0.011	   0.010	   0.017	   0.037	  -0.016	   0.001	   0.059	   0.081	   0.084	   0.068	   0.034	   0.046	   0.048	   0.038
  -0.014	  -0.006	   0.004	   0.012	  -0.022	   0.000	   0.002	   0.006	   0.072	   0.089	   0.065	   0.075	   0.055	   0.048	   0.041	   0.048
   0.025	  -0.007	  -0.008	  -0.006	  -0.007	   0.014	   0.003	   0.010	   0.090	   0.091	   0.101	   0.090	   0.050	   0.049	   0.045	   0.048
   0.004	   0.015	   0.013	   0.024	   0.003	   0.013	  -0.004	  -0.005	   0.091	   0.075	   0.083	   0.070	   0.048	   0.047	   0.041	   0.046
  -0.011	   0.012	   0.001	  -0.046	   0.018	  -0.007	  -0.002	   0.010	   0.078	   0.078	   0.092	   0.083	   0.051	   0.041	   0.045	   0.049
  -0.017	   0.021	  -0.023	  -0.023	   0.003	  -0.001	  -0.016	  -0.019	   0.091	   0.078	   0.083	   0.088	   0.051	   0.043	   0.047	   0.048
  -0.008	   0.030	   0.012	   0.018	   0.004	  -0.006	   0.020	  -0.021	   0.088	   0.085	   0.090	   0.079	   0.045	   0.039	   0.047	   0.044
  -0.009	   0.015	   0.020	   0.015	   0.002	   0.024	   0.018	  -0.011	   0.079	   0.082	   0.080	   0.088	   0.043	   0.044	   0.049	   0.050
   0.007	  -0.000	  -0.015	  -0.018	  -0.025	   0.010	   0.004	  -0.032	   0.080	   0.077	   0.077	   0.096	   0.042	   0.051	   0.042	   0.052
   0.012	  -0.010	   0.016	  -0.002	  -0.011	  -0.005	   0.030	   0.005	   0.079	   0.093	   0.070	   0.066	   0.043	   0.039	   0.051	   0.043
   0.039	   0.010	  -0.031	   0.029	  -0.010	  -0.038	   0.028	   0.005	   0.069	   0.070	   0.083	   0.087	   0.043	   0.045	   0.040	   0.039
  -0.039	   0.013	   0.006	  -0.020	   0.009	  -0.036	   0.049	  -0.004	   0.075	   0.083	   0.087	   0.083	   0.040	   0.048	   0.050	   0.056
   0.007	   0.001	  -0.000	   0.016	   0.009	  -0.013	  -0.010	   0.000	   0.076	   0.095	   0.072	   0.084	   0.039	   0.048	   0.041	   0.035
   0.024	  -0.034	  -0.009	  -0.014	   0.036	  -0.011	  -0.004	  -0.023	   0.060	   0.090	   0.074	   0.091	   0.045	   0.052	   0.046	   0.046
  -0.012	   0.020	   0.002	  -0.016	   0.000	  -0.007	   0.010	  -0.025	   0.077	   0.086	   0.092	   0.073	   0.046	   0.050	   0.043	   0.042
  -0.011	  -0.021	  -0.028	  -0.005	   0.047	  -0.020	  -0.017	  -0.009	   0.100	   0.064	   0.082	   0.091	   0.040	   0.041	   0.041	   0.045
   0.001	  -0.024	   0.017	   0.001	   0.035	   0.002	  -0.005	   0.039	   0.085	   0.082	   0.080	   0.088	   0.045	   0.046	   0.042	   0.055
   0.018	  -0.020	  -0.016	  -0.006	   0.020	   0.013	  -0.019	   0.018	   0.076	   0.071	   0.094	   0.077	   0.042	   0.049	   0.043	   0.041
  -0.004	   0.001	   0.005	  -0.012	   0.015	   0.000	   0.011	   0.004	   0.080	   0.086	   0.067	   0.105	   0.052	   0.045	   0.037	   0.048
   0.015	   0.010	   0.028	  -0.040	  -0.008	   0.001	  -0.002	  -0.030	   0.066	   0.086	   0.062	   0.083	   0.041	   0.038	   0.060	   0.038
   0.017	   0.025	   0.031	   0.012	   0.010	  -0.000	   0.001	  -0.002	   0.076	   0.083	   0.078	   0.084	   0.041	   0.043	   0.044	   0.045
   0.016	  -0.016	   0.026	   0.004	  -0.020	   0.001	  -0.006	  -0.000	   0.100	   0.105	   0.071	   0.069	   0.045	   0.047	   0.048	   0.045
  -0.022	  -0.008	  -0.042	  -0.014	  -0.001	  -0.022	  -0.014	  -0.020	   0.061	   0.057	   0.081	   0.099	   0.048	   0.050	   0.039	   0.047
   0.015	   0.007	   0.036	   0.011	  -0.021	   0.020	   0.018	  -0.036	   0.079	   0.087	   0.075	   0.073	   0.038	   0.048	   0.043	   0.043
   0.003	  -0.003	   0.004	   0.015	  -0.012	  -0.009	   0.015	  -0.003	   0.083	   0.082	   0.077	   0.076	   0.046	   0.049	   0.046	   0.049
  -0.018	   0.006	   0.038	   0.005	   0.009	  -0.003	  -0.028	  -0.010	   0.072	   0.071	   0.064	   0.069	   0.049	   0.043	   0.045	   0.043
  -0.017	   0.025	  -0.001	  -0.018	   0.014	  -0.005	   0.012	  -0.011	   0.079	   0.077	   0.082	   0.099	   0.046	   0.040	   0.041	   0.047
   0.020	   0.028	  -0.026	   0.003	  -0.017	  -0.012	   0.005	  -0.003	   0.068	   0.060	   0.065	   0.073	   0.043	   0.049	   0.048	   0.037
  -0.015	  -0.011	  -0.033	   0.014	   0.009	   0.022	   0.021	   0.005	   0.066	   0.075	   0.102	   0.072	   0.047	   0.053	   0.042	   0.051
   0.025	  -0.003	   0.010	   0.004	   0.010	   0.003	  -0.007	   0.027	   0.071	   0.086	   0.081	   0.076	   0.044	   0.049	   0.039	   0.042
  -0.024	  -0.013	   0.020	  -0.010	  -0.003	   0.006	  -0.006	   0.015	   0.079	   0.092	   0.096	   0.090	   0.042	   0.045	   0.051	   0.041
  -0.004	   0.003	  -0.009	  -0.012	   0.005	   0.006	  -0.035	   0.005	   0.081	   0.098	   0.068	   0.080	   0.042	   0.040	   0.038	   0.045
  -0.032	   0.015	   0.008	  -0.022	   0.020	  -0.004	   0.003	  -0.004	   0.088	   0.077	   0.081	   0.081	   0.048	   0.046	   0.041	   0.054
   0.029	   0.050	   0.023	  -0.005	   0.010	   0.017	   0.023	   0.002	   0.078	   0.085	   0.090	   0.076	   0.053	   0.045	   0.045	   0.045
   0.027	  -0.029	  -0.002	  -0.029	  -0.010	   0.035	  -0.015	  -0.001	   0.070	   0.091	   0.070	   0.086	   0.051	   0.044	   0.047	   0.046
   0.002	   0.008	  -0.005	  -0.024	   0.013	   0.005	   0.007	   0.009	   0.089	   0.087	   0.078	   0.081	   0.045	   0.045	   0.043	   0.046
  -0.009	  -0.004	  -0.012	   0.007	   0.006	   0.004	  -0.004	   0.000	   0.064	   0.071	   0.082	   0.074	   0.044	   0.047	   0.047	   0.048
  -0.007	   0.031	  -0.008	   0.022	   0.024	  -0.001	  -0.029	   0.017	   0.093	   0.079	   0.071	   0.065	   0.047	   0.042	   0.045	   0.050
  -0.026	  -0.006	   0.006	   0.044	   0.028	  -0.011	   0.006	   0.002	   0.081	   0.066	   0.080	   0.081	   0.041	   0.035	   0.046	   0.044
  -0.003	   0.023	   0.000	   0.003	  -0.044	   0.009	  -0.001	  -0.008	   0.074	   0.089	   0.071	   0.085	   0.047	   0.047	   0.048	   0.042
   0.005	   0.002	  -0.014	   0.004	  -0.016	  -0.000	   0.014	   0.005	   0.077	   0.076	   0.089	   0.075	   0.048	   0.043	   0.044	   0.050
   0.019	   0.024	  -0.011	  -0.011	  -0.003	   0.013	  -0.027	   0.031	   0.073	   0.076	   0.060	   0.078	   0.041	   0.046	   0.046	   0.047
   0.023	   0.033	  -0.002	   0.027	   0.017	   0.001	   0.005	  -0.022	   0.082	   0.080	   0.084	   0.084	   0.043	   0.039	   0.049	   0.043
   0.008	  -0.026	   0.021	  -0.029	  -0.013	  -0.005	   0.005	  -0.013	   0.082	   0.089	   0.076	   0.092	   0.043	   0.047	   0.049	   0.045
   0.007	  -0.014	   0.008	   0.005	  -0.011	   0.008	   0.039	   0.009	   0.092	   0.090	   0.093	   0.089	   0.045	   0.044	   0.045	   0.044
  -0.003	   0.037	  -0.012	   0.004	  -0.030	   0.014	   0.012	  -0.028	   0.085	   0.085	   0.099	   0.086	   0.047	   0.051	   0.040	   0.041
  -0.009	   0.010	  -0.015	  -0.010	   0.001	  -0.023	   0.012	   0.001	   0.078	   0.079	   0.066	   0.083	   0.054	   0.050	   0.048	   0.039
   0.034	  -0.015	  -0.004	   0.009	   0.008	  -0.024	  -0.009	  -0.017	   0.088	   0.089	   0.094	   0.072	   0.039	   0.050	   0.044	   0.046
  -0.005	  -0.030	   0.002	   0.018	   0.029	   0.016	  -0.037	   0.008	   0.091	   0.094	   0.086	   0.078	   0.049	   0.034	   0.046	   0.043
   0.010	   0.003	   0.003	   0.011	   0.025	   0.023	   0.016	   0.025	   0.093	   0.072	   0.073	   0.073	   0.045	   0.054	   0.046	   0.044
  -0.020	   0.012	  -0.006	  -0.013	  -0.018	   0.014	  -0.018	  -0.016	   0.083	   0.064	   0.069	   0.085	   0.051	   0.042	   0.038	   0.051
   0.012	  -0.006	  -0.015	   0.005	  -0.008	  -0.029	   0.026	   0.025	   0.088	   0.073	   0.087	   0.082	   0.048	   0.041	   0.049	   0.043
   0.000	   0.001	  -0.005	  -0.004	   0.018	  -0.018	   0.005	   0.048	   0.065	   0.089	   0.091	   0.087	   0.053	   0.049	   0.045	   0.048
   0.018	   0.002	  -0.006	  -0.004	   0.014	   0.006	   0.033	  -0.010	   0.070	   0.062	   0.087	   0.085	   0.046	   0.043	   0.046	   0.045
   0.011	   0.007	   0.024	   0.006	  -0.017	  -0.003	   0.011	  -0.009	   0.074	   0.091	   0.077	   0.076	   0.040	   0.045	   0.040	   0.042
   0.008	  -0.010	  -0.009	  -0.003	  -0.018	   0.009	   0.027	   0.004	   0.084	   0.088	   0.097	   0.089	   0.041	   0.054	   0.049	   0.040
   0.011	   0.027	   0.000	   0.020	  -0.023	   0.010	   0.001	  -0.014	   0.075	   0.080	   0.096	   0.092	   0.035	   0.039	   0.045	   0.040
   0.000	  -0.008	  -0.026	  -0.001	   0.013	  -0.009	  -0.032	   0.017	   0.076	   0.103	   0.080	   0.066	   0.041	   0.049	   0.052	   0.047
  -0.010	  -0.009	   0.024	   0.007	   0.011	   0.011	   0.003	   0.003	   0.076	   0.085	   0.069	   0.082	   0.043	   0.044	   0.043	   0.044
  -0.010	   0.005	   0.017	  -0.003	   0.006	   0.002	   0.006	   0.006	   0.075	   0.096	   0.075	   0.089	   0.044	   0.047	   0.048	   0.041
   0.016	   0.007	  -0.019	  -0.001	   0.011	   0.021	   0.017	  -0.026	   0.084	   0.087	   0.059	   0.085	   0.047	   0.043	   0.037	   0.042
  -0.007	  -0.038	   0.002	   0.001	  -0.036	   0.002	   0.013	  -0.015	   0.087	   0.072	   0.082	   0.072	   0.048	   0.048	   0.051	   0.044
  -0.015	  -0.014	  -0.021	   0.010	  -0.012	  -0.026	  -0.011	  -0.013	   0.079	   0.063	   0.079	   0.082	   0.040	   0.046	   0.042	   0.048
  -0.005	  -0.002	  -0.020	   0.008	  -0.002	  -0.034	   0.009	  -0.020	   0.072	   0.080	   0.084	   0.070	   0.044	   0.044	   0.043	   0.037
   0.013	  -0.020	   0.007	   0.031	  -0.003	   0.006	  -0.010	  -0.001	   0.046	   0.074	   0.084	   0.090	   0.050	   0.048	   0.044	   0.044
   0.020	  -0.023	  -0.031	  -0.000	   0.013	  -0.003	  -0.050	  -0.037	   0.073	   0.070	   0.076	   0.075	   0.045	   0.046	   0.047	   0.050
  -0.029	  -0.007	   0.042	  -0.008	  -0.017	  -0.030	  -0.023	  -0.007	   0.074	   0.088	   0.078	   0.079	   0.038	   0.045	   0.042	   0.046
   0.016	  -0.007	   0.015	   0.038	   0.022	  -0.006	   0.018	  -0.017	   0.098	   0.079	   0.087	   0.090	   0.052	   0.046	   0.051	   0.044
  -0.020	  -0.014	   0.008	   0.030	  -0.003	  -0.041	   0.003	  -0.005	   0.082	   0.086	   0.107	   0.093	   0.045	   0.043	   0.037	   0.040
  -0.003	  -0.002	  -0.007	   0.022	  -0.002	   0.007	  -0.003	  -0.006	   0.087	   0.092	   0.078	   0.091	   0.046	   0.044	   0.049	   0.047
   0.010	  -0.006	  -0.029	   0.017	   0.022	   0.002	  -0.017	  -0.015	   0.089	   0.083	   0.076	   0.075	   0.042	   0.042	   0.052	   0.039
   0.006	  -0.022	   0.022	   0.014	  -0.012	   0.020	   0.009	  -0.013	   0.062	   0.082	   0.067	   0.087	   0.049	   0.047	   0.044	   0.050
   0.004	  -0.005	  -0.017	   0.006	  -0.009	   0.001	   0.001	   0.028	   0.080	   0.065	   0.088	   0.065	   0.041	   0.040	   0.053	   0.045
   0.009	  -0.003	   0.003	  -0.028	  -0.007	   0.026	  -0.025	   0.029	   0.103	   0.074	   0.066	   0.096	   0.043	   0.050	   0.038	   0.052
  -0.012	  -0.007	   0.017	  -0.031	  -0.029	   0.022	   0.006	  -0.011	   0.077	   0.086	   0.080	   0.071	   0.046	   0.050	   0.046	   0.049
  -0.022	   0.024	   0.010	   0.016	  -0.021	   0.005	   0.008	   0.029	   0.073	   0.066	   0.076	   0.061	   0.050	   0.039	   0.043	   0.046
  -0.008	   0.009	  -0.007	   0.000	  -0.012	   0.007	   0.011	   0.007	   0.096	   0.083	   0.073	   0.085	   0.046	   0.048	   0.039	   0.054
  -0.005	   0.016	   0.001	  -0.017	   0.013	  -0.022	  -0.021	   0.011	   0.071	   0.085	   0.077	   0.077	   0.050	   0.044	   0.044	   0.046
  -0.024	   0.000	   0.004	  -0.011	   0.034	   0.008	   0.002	   0.016	   0.098	   0.084	   0.080	   0.060	   0.036	   0.044	   0.041	   0.037
   0.013	  -0.005	  -0.002	   0.001	  -0.013	  -0.018	  -0.007	  -0.003	   0.077	   0.111	   0.078	   0.102	   0.047	   0.038	   0.041	   0.049
  -0.007	  -0.030	   0.007	   0.002	  -0.018	  -0.001	  -0.010	  -0.024	   0.094	   0.074	   0.079	   0.068	   0.044	   0.046	   0.050	   0.045
  -0.027	  -0.001	   0.001	  -0.007	  -0.003	  -0.031	   0.023	   0.017	   0.084	   0.078	   0.066	   0.074	   0.044	   0.038	   0.047	   0.044
   0.033	  -0.002	  -0.003	  -0.000	  -0.001	  -0.026	  -0.010	  -0.013	   0.075	   0.082	   0.087	   0.077	   0.045	   0.045	   0.042	   0.043
  -0.006	  -0.012	  -0.022	  -0.004	   0.017	  -0.009	   0.036	   0.019	   0.081	   0.070	   0.094	   0.086	   0.057	   0.044	   0.053	   0.044
  -0.001	  -0.012	  -0.019	  -0.026	  -0.005	  -0.014	  -0.008	  -0.008	   0.096	   0.081	   0.060	   0.101	   0.043	   0.045	   0.048	   0.048
   0.002	   0.028	   0.001	  -0.003	   0.006	  -0.004	  -0.006	  -0.002	   0.081	   0.079	   0.070	   0.077	   0.044	   0.047	   0.040	   0.045
   0.014	   0.005	   0.034	  -0.005	   0.001	  -0.012	   0.009	   0.011	   0.089	   0.067	   0.083	   0.081	   0.049	   0.042	   0.055	   0.042
  -0.013	   0.006	  -0.009	  -0.001	   0.018	  -0.018	   0.012	   0.013	   0.065	   0.093	   0.081	   0.062	   0.052	   0.042	   0.047	   0.040
  -0.025	   0.012	  -0.024	   0.003	   0.008	   0.015	  -0.014	   0.018	   0.086	   0.080	   0.063	   0.076	   0.037	   0.048	   0.049	   0.043
   0.013	   0.014	  -0.012	  -0.011	  -0.008	  -0.027	  -0.041	   0.019	   0.078	   0.070	   0.087	   0.071	   0.042	   0.045	   0.047	   0.045
  -0.019	   0.001	  -0.034	  -0.013	  -0.001	   0.024	  -0.019	   0.024	   0.067	   0.082	   0.079	   0.086	   0.049	   0.038	   0.054	   0.049
  -0.006	  -0.027	   0.014	  -0.007	   0.004	  -0.000	   0.007	   0.020	   0.073	   0.072	   0.068	   0.065	   0.042	   0.047	   0.043	   0.043
  -0.006	   0.006	   0.009	  -0.005	  -0.032	   0.011	   0.010	  -0.004	   0.066	   0.081	   0.093	   0.082	   0.049	   0.050	   0.048	   0.042
   0.004	   0.014	  -0.023	   0.033	  -0.022	  -0.009	  -0.004	   0.008	   0.088	   0.098	   0.085	   0.075	   0.039	   0.046	   0.045	   0.043
   0.050	  -0.004	   0.026	   0.002	  -0.025	   0.012	  -0.001	   0.001	   0.064	   0.097	   0.082	   0.089	   0.042	   0.048	   0.046	   0.041
  -0.010	  -0.002	  -0.011	   0.001	   0.021	   0.026	  -0.005	  -0.024	   0.086	   0.077	   0.074	   0.080	   0.039	   0.044	   0.042	   0.043
   0.017	   0.017	  -0.003	  -0.022	   0.004	  -0.006	   0.013	  -0.000	   0.083	   0.068	   0.090	   0.083	   0.045	   0.045	   0.044	   0.047
  -0.037	  -0.005	   0.005	   0.020	   0.007	  -0.013	   0.006	  -0.003	   0.069	   0.100	   0.069	   0.082	   0.040	   0.042	   0.046	   0.041
   0.022	  -0.008	   0.015	  -0.002	  -0.000	  -0.016	  -0.024	   0.011	   0.069	   0.077	   0.086	   0.097	   0.044	   0.048	   0.052	   0.042
  -0.001	   0.001	  -0.016	   0.008	  -0.009	  -0.002	  -0.009	   0.007	   0.087	   0.065	   0.095	   0.069	   0.046	   0.046	   0.051	   0.046
   0.027	  -0.017	  -0.005	  -0.005	   0.029	   0.004	  -0.002	  -0.006	   0.090	   0.075	   0.088	   0.088	   0.045	   0.046	   0.047	   0.050
   0.015	  -0.005	  -0.019	  -0.010	   0.020	  -0.002	  -0.009	   0.007	   0.072	   0.090	   0.075	   0.081	   0.047	   0.047	   0.041	   0.038
   0.021	   0.018	  -0.005	  -0.009	  -0.010	   0.017	   0.004	  -0.008	   0.093	   0.072	   0.106	   0.094	   0.040	   0.044	   0.044	   0.051
   0.003	  -0.028	   0.012	  -0.007	   0.007	   0.006	   0.015	   0.022	   0.088	   0.081	   0.086	   0.076	   0.044	   0.042	   0.040	   0.043
